"","Chromosome","Start","End","Score","Strand","Phase","gene_short_name","Note","Cluster"
"29786","chr5",26991118,26992199,".","+",".","Medtr5g064340","phosphate-responsive 1 family protein","cluster7"
"29787","chr5",26995753,26996905,".","+",".","Medtr5g064345","phosphate-responsive 1 family protein","cluster7"
"29788","chr5",27002008,27003218,".","+",".","Medtr5g064360","phosphate-responsive 1 family protein","cluster7"
"29805","chr5",27159514,27160389,".","-",".","Medtr5g064640","hypothetical protein","cluster7"
"30069","chr5",29279670,29283274,".","+",".","Medtr5g069180","heavy metal transport/detoxification domain protein","cluster7"
"30182","chr5",29990374,29995754,".","+",".","Medtr5g470730","cytochrome P450 family 71 protein","cluster7"
"30227","chr5",30388581,30389851,".","+",".","Medtr5g071560","MAP kinase kinase kinase","cluster7"
"30413","chr5",31734032,31736107,".","+",".","Medtr5g074680","orcinol O-methyltransferase","cluster7"
"30454","chr5",31998955,32001178,".","-",".","Medtr5g075320","expansin A10","cluster7"
"30603","chr5",33088722,33090476,".","+",".","Medtr5g077510","Avr9/Cf-9 rapidly elicited protein","cluster7"
"30720","chr5",33988652,33990553,".","+",".","Medtr5g079500","BHLH transcription factor putative","cluster7"
"30885","chr5",35163436,35165325,".","+",".","Medtr5g081960","HXXXD-type acyl-transferase family protein","cluster7"
"30898","chr5",35282370,35284168,".","-",".","Medtr5g082150","nematode resistance HSPRO2-like protein","cluster7"
"31017","chr5",36137615,36140459,".","+",".","Medtr5g083770","transmembrane amino acid transporter family protein","cluster7"
"31065","chr5",36435376,36436862,".","-",".","Medtr5g084460","hypothetical protein","cluster7"
"31066","chr5",36445248,36446343,".","-",".","Medtr5g084470","hypothetical protein","cluster7"
"31069","chr5",36467719,36468748,".","-",".","Medtr5g084530","hypothetical protein","cluster7"
"31169","chr5",37125563,37128450,".","+",".","Medtr5g085900","MD-like lipid recognition domain protein/ML domain protein","cluster7"
"31170","chr5",37129513,37133318,".","+",".","Medtr5g085910","receptor-like protein","cluster7"
"31188","chr5",37236497,37240623,".","+",".","Medtr5g086130","LysM receptor kinase K1B","cluster7"
"31410","chr5",38807316,38807681,".","-",".","Medtr5g089310","hypothetical protein","cluster7"
"31416","chr5",38848771,38849072,".","+",".","Medtr5g089380","hypothetical protein","cluster7"
"31479","chr5",39309790,39313389,".","+",".","Medtr5g090280","MATE family efflux protein","cluster7"
"31537","chr5",39675490,39677929,".","+",".","Medtr5g091050","3-hydroxy-3-methylglutaryl-coenzyme A reductase-like protein","cluster7"
"31804","chr5",41323569,41325528,".","+",".","Medtr5g094540","cytochrome P450 family 71 protein","cluster7"
"31805","chr5",41327441,41329763,".","+",".","Medtr5g094550","cytochrome P450 family 71 protein","cluster7"
"31806","chr5",41331507,41333381,".","+",".","Medtr5g094560","cytochrome P450 family 71 protein","cluster7"
"31807","chr5",41336436,41338326,".","+",".","Medtr5g094570","cytochrome P450 family 71 protein","cluster7"
"31855","chr5",41613728,41614428,".","+",".","Medtr5g095190","hypothetical protein","cluster7"
"31896","chr5",41838292,41839744,".","+",".","Medtr5g095710","transmembrane protein putative","cluster7"
"32555","chr6",2982266,2983663,".","+",".","Medtr6g010810","DUF247 domain protein","cluster7"
"32885","chr6",5578874,5582030,".","-",".","Medtr6g015905","alpha-14-glucan-protein synthase [UDP-forming]-like protein","cluster7"
"32886","chr6",5587861,5591895,".","-",".","Medtr6g015910","cytochrome P450 family protein","cluster7"
"33013","chr6",6543310,6546455,".","-",".","Medtr6g016875","Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein","cluster7"
"33014","chr6",6553789,6558474,".","-",".","Medtr6g016880","Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein","cluster7"
"33238","chr6",8256601,8257715,".","-",".","Medtr6g023590","short-chain alcohol dehydrogenase","cluster7"
"33239","chr6",8258693,8260168,".","-",".","Medtr6g023600","short-chain dehydrogenase/reductase","cluster7"
"33255","chr6",8347944,8354010,".","-",".","Medtr6g023770","ClC chloride channel family protein","cluster7"
"33462","chr6",10068704,10069246,".","-",".","Medtr6g029260","transmembrane protein putative","cluster7"
"33543","chr6",10768172,10771839,".","-",".","Medtr6g033415","IQ calmodulin-binding motif protein","cluster7"
"33763","chr6",12975993,12977162,".","+",".","Medtr6g036920","plant/F1M20-13 protein","cluster7"
"33766","chr6",13008428,13009635,".","+",".","Medtr6g037000","plant/F1M20-13 protein","cluster7"
"33767","chr6",13012053,13013167,".","+",".","Medtr6g037010","plant/F1M20-13 protein","cluster7"
"34002","chr6",14973756,14976125,".","-",".","Medtr6g043280","peroxidase family protein","cluster7"
"34199","chr6",17165538,17170467,".","-",".","Medtr6g047640","MATE efflux family protein","cluster7"
"34495","chr6",20235132,20238807,".","-",".","Medtr6g057770","cysteine-rich receptor-kinase-like protein","cluster7"
"34503","chr6",20400851,20401738,".","-",".","Medtr6g059410","Kunitz type trypsin inhibitor / Alpha-fucosidase","cluster7"
"34511","chr6",20432791,20434050,".","-",".","Medtr6g059530","Kunitz type trypsin inhibitor / Alpha-fucosidase","cluster7"
"34520","chr6",20460270,20461180,".","-",".","Medtr6g059650","Kunitz type trypsin inhibitor / Alpha-fucosidase","cluster7"
"34525","chr6",20493190,20494222,".","+",".","Medtr6g059730","Kunitz type trypsin inhibitor / Alpha-fucosidase","cluster7"
"34526","chr6",20495019,20496532,".","+",".","Medtr6g059740","hypothetical protein","cluster7"
"34528","chr6",20502091,20503124,".","+",".","Medtr6g059760","Kunitz type trypsin inhibitor / Alpha-fucosidase","cluster7"
"34568","chr6",20761390,20762736,".","-",".","Medtr6g060440","DUF1442 family protein","cluster7"
"34818","chr6",24151637,24152668,".","+",".","Medtr6g065270","carboxylesterase-like protein","cluster7"
"34857","chr6",24566372,24567281,".","+",".","Medtr6g066210","Kunitz type trypsin inhibitor / Alpha-fucosidase","cluster7"
"34858","chr6",24578667,24584184,".","+",".","Medtr6g066230","oxidoreductase family NAD-binding rossmann fold protein","cluster7"
"35021","chr6",26382933,26384681,".","-",".","Medtr6g071340","Avr9/Cf-9 rapidly elicited protein","cluster7"
"35098","chr6",27098575,27099329,".","-",".","Medtr6g073013","zinc finger homeodomain protein","cluster7"
"35459","chr6",30681976,30683550,".","+",".","Medtr6g082180","hypothetical protein","cluster7"
"35460","chr6",30686744,30688594,".","-",".","Medtr6g082190","hypothetical protein","cluster7"
"35709","chr6",32829828,32832832,".","-",".","Medtr6g088450","polyol/monosaccharide transporter 1","cluster7"
"35816","chr6",33649757,33650622,".","-",".","Medtr6g088475","polyketide cyclase/dehydrase and lipid transporter","cluster7"
"35906","chr6",34410320,34411665,".","-",".","Medtr6g090535","arabinogalactan protein","cluster7"
"36317","chr7",2636906,2638623,".","+",".","Medtr7g010580","gibberellin-regulated family protein","cluster7"
"36373","chr7",3086417,3088323,".","-",".","Medtr7g011470","UDP-glucosyltransferase family protein","cluster7"
"36389","chr7",3175131,3186380,".","-",".","Medtr7g011663","copalyldiphosphate synthase","cluster7"
"36583","chr7",4880583,4885127,".","-",".","Medtr7g015710","PLC-like phosphodiesterase superfamily protein","cluster7"
"36696","chr7",5689556,5691093,".","-",".","Medtr7g417750","allene oxide cyclase","cluster7"
"36798","chr7",6734141,6735697,".","+",".","Medtr7g021300","disease resistance response/dirigent-like protein","cluster7"
"36856","chr7",7085268,7089205,".","-",".","Medtr7g022160","LRR receptor-like kinase family protein","cluster7"
"37131","chr7",9154747,9156397,".","-",".","Medtr7g026990","cationic peroxidase","cluster7"
"37383","chr7",11740557,11745179,".","+",".","Medtr7g033155","GDSL-like lipase/acylhydrolase","cluster7"
"37409","chr7",12095262,12096664,".","-",".","Medtr7g033475","polygalacturonase inhibitor","cluster7"
"37723","chr7",16080002,16085525,".","+",".","Medtr7g045650","2OG-Fe(II) oxygenase family oxidoreductase putative","cluster7"
"37738","chr7",16356804,16358220,".","-",".","Medtr7g046260","AP2/ERF domain transcription factor","cluster7"
"37900","chr7",18118849,18130209,".","-",".","Medtr7g051650","glycoside hydrolase family 1 protein","cluster7"
"37921","chr7",18353837,18354404,".","+",".","Medtr7g052240","hypothetical protein","cluster7"
"38115","chr7",19890104,19892266,".","+",".","Medtr7g056393","2OG-Fe(II) oxygenase family oxidoreductase","cluster7"
"38202","chr7",20459888,20460924,".","+",".","Medtr7g056803","leginsulin related MtN11/16/17 family","cluster7"
"38204","chr7",20471653,20472623,".","+",".","Medtr7g056817","albumin I","cluster7"
"38223","chr7",20599792,20600654,".","+",".","Medtr7g057330","F-box SKIP22-like protein","cluster7"
"38224","chr7",20602681,20603976,".","-",".","Medtr7g057340","(E)-beta-caryophyllene synthase","cluster7"
"38225","chr7",20621715,20622452,".","-",".","Medtr7g057390","(E)-beta-caryophyllene synthase","cluster7"
"38297","chr7",21321665,21324138,".","-",".","Medtr7g059080","hypothetical protein","cluster7"
"38305","chr7",21393731,21399699,".","+",".","Medtr7g059290","pectate lyase-like protein","cluster7"
"38313","chr7",21465649,21469564,".","+",".","Medtr7g059285","LRR receptor-like kinase family protein","cluster7"
"38538","chr7",23212076,23220462,".","-",".","Medtr7g063650","delta-1-pyrroline-5-carboxylate synthetase","cluster7"
"38795","chr7",25175337,25179838,".","-",".","Medtr7g068650","leucoanthocyanidin dioxygenase-like protein","cluster7"
"38803","chr7",25265886,25269838,".","-",".","Medtr7g068780","temperature-sensitive omega-3 fatty acid desaturase","cluster7"
"38851","chr7",25677759,25680216,".","-",".","Medtr7g069660","MYB-like transcription factor family protein","cluster7"
"39342","chr7",29157914,29158544,".","-",".","Medtr7g077215","Bowman birk trypsin inhibitor","cluster7"
"39354","chr7",29206470,29207054,".","-",".","Medtr7g077340","Bowman birk trypsin inhibitor","cluster7"
"39587","chr7",30761280,30764466,".","+",".","Medtr7g080780","helix loop helix DNA-binding domain protein","cluster7"
"39617","chr7",30933268,30934930,".","-",".","Medtr7g081130","cyclin p4","cluster7"
"39640","chr7",31060807,31066744,".","-",".","Medtr7g081420","subtilisin-like serine protease","cluster7"
"39760","chr7",31923343,31926741,".","+",".","Medtr7g083110","endosomal targeting BRO1-like domain protein","cluster7"
"39862","chr7",32673024,32674127,".","-",".","Medtr7g084690","Avr9/Cf-9 rapidly elicited protein","cluster7"
"39867","chr7",32708057,32710264,".","+",".","Medtr7g084750","xyloglucan endotransglucosylase/hydrolase family protein","cluster7"
"39899","chr7",32921444,32925278,".","+",".","Medtr7g085150","Nod factor-binding lectin-nucleotide phosphohydrolase","cluster7"
"39901","chr7",32932071,32936484,".","+",".","Medtr7g085180","Nod factor-binding lectin-nucleotide phosphohydrolase","cluster7"
"39944","chr7",33273705,33274484,".","-",".","Medtr7g085810","AP2 domain class transcription factor","cluster7"
"40143","chr7",34644617,34648929,".","-",".","Medtr7g088790","peptide/nitrate transporter","cluster7"
"40592","chr7",37935597,37937361,".","-",".","Medtr7g094940","patatin-like phospholipase","cluster7"
"40605","chr7",38027069,38027914,".","+",".","Medtr7g095120","hypothetical protein","cluster7"
"40671","chr7",38545562,38548632,".","+",".","Medtr7g096120","phospholipase A1","cluster7"
"40672","chr7",38551976,38556530,".","+",".","Medtr7g096140","phospholipase A1","cluster7"
"40812","chr7",39467089,39470891,".","-",".","Medtr7g098610","LRR receptor-like kinase family protein","cluster7"
"41000","chr7",40823239,40825733,".","-",".","Medtr7g101170","vacuolar (H+)-ATPase G subunit","cluster7"
"41002","chr7",40834269,40836017,".","-",".","Medtr7g101190","major intrinsic protein (MIP) family transporter","cluster7"
"41037","chr7",41142584,41145114,".","-",".","Medtr7g101930","heavy metal-associated domain protein","cluster7"
"41106","chr7",41638409,41639427,".","-",".","Medtr7g102770","pollen Ole e I family allergen","cluster7"
"41169","chr7",42151342,42159530,".","-",".","Medtr7g104130","drug resistance transporter-like ABC domain protein","cluster7"
"41198","chr7",42340626,42343103,".","+",".","Medtr7g104480","ABA response element-binding factor","cluster7"
"41257","chr7",42737996,42744681,".","-",".","Medtr7g105390","lysosomal pro-X carboxypeptidase-like protein","cluster7"
"41407","chr7",43859568,43861413,".","-",".","Medtr7g107520","cationic peroxidase","cluster7"
"41463","chr7",44258910,44259944,".","+",".","Medtr7g108650","TSPO/MBR family protein","cluster7"
"41530","chr7",44734916,44735724,".","-",".","Medtr7g109420","DUF4228 domain protein","cluster7"
"41533","chr7",44745512,44746095,".","-",".","Medtr7g109440","hypothetical protein","cluster7"
"41640","chr7",45520781,45531502,".","-",".","Medtr7g111030","metal ion-binding protein","cluster7"
"41734","chr7",46226580,46227282,".","-",".","Medtr7g112440","wall-associated receptor kinase-like protein","cluster7"
"42036","chr7",48221861,48223396,".","-",".","Medtr7g116850","glycoside hydrolase family 18 protein","cluster7"
"42092","chr7",48649576,48651271,".","+",".","Medtr7g117495","RNA-binding (RRM/RBD/RNP motif) family protein","cluster7"
"42240","chr8",563257,564937,".","-",".","Medtr8g006270","UDP-glucosyltransferase family protein","cluster7"
"42289","chr8",1002309,1003182,".","-",".","Medtr8g006815","AP2 domain class transcription factor","cluster7"
"42320","chr8",1275958,1280575,".","-",".","Medtr8g007125","patatin-like phospholipase","cluster7"
"42449","chr8",2096904,2097968,".","-",".","Medtr8g009270","transmembrane protein putative","cluster7"
"42627","chr8",3227386,3229181,".","-",".","Medtr8g011780","Serine/Threonine-kinase OXI1-like protein","cluster7"
"42724","chr8",3882196,3883099,".","+",".","Medtr8g012865","Defensin-like protein","cluster7"
"42731","chr8",3907663,3911732,".","-",".","Medtr8g012900","vacuolar iron transporter-like protein","cluster7"
"42789","chr8",4349500,4350408,".","+",".","Medtr8g014010","Avr9/Cf-9 rapidly elicited protein","cluster7"
"42791","chr8",4358498,4359359,".","-",".","Medtr8g014030","Avr9/Cf-9 rapidly elicited protein","cluster7"
"42825","chr8",4645528,4647075,".","-",".","Medtr8g014640","stem 28 kDa glycoprotein","cluster7"
"42826","chr8",4649758,4651673,".","-",".","Medtr8g014650","stem 28 kDa glycoprotein","cluster7"
"42922","chr8",5317848,5321655,".","-",".","Medtr8g016030","GTP cyclohydrolase I 1","cluster7"
"42980","chr8",5750181,5751114,".","-",".","Medtr8g017100","DUF4228 domain protein","cluster7"
"42997","chr8",5901126,5905686,".","+",".","Medtr8g017410","cell-wall invertase","cluster7"
"43065","chr8",6448981,6454397,".","-",".","Medtr8g018730","seed linoleate 9S-lipoxygenase","cluster7"
"43164","chr8",7296719,7298698,".","-",".","Medtr8g020700","salicylic acid carboxyl methyltransferase","cluster7"
"43220","chr8",7686461,7689149,".","+",".","Medtr8g021380","jasmonate zim-domain protein","cluster7"
"43279","chr8",8154996,8156189,".","-",".","Medtr8g022950","DUF581 family protein","cluster7"
"43283","chr8",8184408,8185979,".","+",".","Medtr8g022990","late embryogenesis abundant protein","cluster7"
"43317","chr8",8504040,8505418,".","-",".","Medtr8g023510","legume lectin beta domain protein","cluster7"
"43331","chr8",8635853,8638859,".","+",".","Medtr8g023760","3-oxo-5-alpha-steroid 4-dehydrogenase","cluster7"
"43506","chr8",10237554,10238695,".","-",".","Medtr8g027915","hypothetical protein","cluster7"
"43546","chr8",10503031,10504807,".","-",".","Medtr8g028165","plant/F17O14-7 protein","cluster7"
"43582","chr8",10812975,10813944,".","-",".","Medtr8g028475","late embryogenesis abundant protein","cluster7"
"43779","chr8",12229161,12229850,".","+",".","Medtr8g432350","BON1-associated-like protein","cluster7"
